claim_id,policy_id,line_of_business,industry_segment,state,loss_date,report_date,report_lag_days,cause_of_loss,claim_status,paid_loss,case_reserve,alae,incurred_loss,incurred_loss_alae
CLM-000581,POL-004068,BOP,Restaurants & Food Service,IL,2025-05-22,2025-05-29,7,Business Interruption,Open,249.36,1378.04,227.91,1627.4,1855.31
CLM-000582,POL-004073,General Liability,Light Manufacturing,FL,2025-02-09,2025-08-31,203,Completed Operations,Closed,2441.09,0.0,473.88,2441.09,2914.97
CLM-000583,POL-004074,General Liability,Light Manufacturing,FL,2025-09-07,2025-12-07,91,Personal & Advertising Injury,Open,45209.3,48897.21,8775.26,94106.51,102881.77
CLM-000584,POL-004076,BOP,Contractors,WA,2025-07-26,2025-08-09,14,Water Damage,Closed,15837.22,0.0,740.78,15837.22,16578.0
CLM-000585,POL-004076,BOP,Contractors,WA,2024-11-02,2024-11-10,8,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000586,POL-004077,BOP,Contractors,WA,2026-02-05,2026-05-31,115,Theft/Burglary,Open,11313.92,16127.99,5473.44,27441.91,32915.35
CLM-000587,POL-004089,BOP,Retail,OH,2024-03-01,2024-03-29,28,Slip & Fall,Closed,3787.36,0.0,605.83,3787.36,4393.19
CLM-000588,POL-004105,General Liability,Contractors,FL,2026-06-04,2026-06-15,11,Completed Operations,Open,7185.13,8965.23,3307.97,16150.36,19458.33
CLM-000589,POL-004106,General Liability,Retail,CA,2025-06-24,2025-09-28,96,Completed Operations,Open,2689.03,6505.28,1026.33,9194.31,10220.64
CLM-000590,POL-004116,BOP,Professional Services,IL,2024-02-03,2024-02-11,8,Water Damage,Closed,7882.51,0.0,1111.23,7882.51,8993.74
CLM-000591,POL-004124,Professional Liability,Healthcare Services,CA,2024-07-10,2024-08-27,48,Breach of Duty,Closed,133921.94,0.0,16038.76,133921.94,149960.7
CLM-000592,POL-004141,BOP,Technology,NC,2023-06-05,2023-07-02,27,Business Interruption,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000593,POL-004143,BOP,Technology,NC,2025-06-19,2025-08-07,49,Wind/Hail,Closed,1634.42,0.0,109.45,1634.42,1743.87
CLM-000594,POL-004145,BOP,Real Estate,WA,2024-02-23,2024-03-23,29,Wind/Hail,Open,4203.13,14337.4,2376.58,18540.53,20917.11
CLM-000595,POL-004151,BOP,Light Manufacturing,FL,2023-03-30,2023-04-29,30,Wind/Hail,Closed,2559.59,0.0,119.86,2559.59,2679.45
CLM-000596,POL-004155,General Liability,Retail,NC,2024-12-18,2025-01-27,40,Slip & Fall,Closed,7038.5,0.0,339.56,7038.5,7378.06
CLM-000597,POL-004170,General Liability,Restaurants & Food Service,FL,2024-04-16,2024-08-01,107,Property Damage - 3rd Party,Open,309.2,3101.31,359.11,3410.51,3769.62
CLM-000598,POL-004175,General Liability,Restaurants & Food Service,GA,2026-05-17,2026-06-16,30,Completed Operations,Open,5122.6,4313.99,1863.02,9436.59,11299.61
CLM-000599,POL-004199,General Liability,Retail,NC,2025-03-26,2025-06-20,86,Property Damage - 3rd Party,Open,8511.62,37106.86,3507.76,45618.48,49126.24
CLM-000600,POL-004202,BOP,Retail,FL,2025-12-10,2025-12-15,5,Business Interruption,Open,1042.13,1454.08,342.77,2496.21,2838.98
CLM-000601,POL-004205,BOP,Retail,AZ,2023-07-23,2023-07-30,7,Slip & Fall,Open,1218.49,5107.0,517.43,6325.49,6842.92
CLM-000602,POL-004215,General Liability,Contractors,WA,2024-05-30,2024-06-02,3,Personal & Advertising Injury,Closed,7665.49,0.0,1175.2,7665.49,8840.69
CLM-000603,POL-004226,BOP,Restaurants & Food Service,IL,2025-06-15,2025-07-11,26,Slip & Fall,Closed,13590.64,0.0,912.23,13590.64,14502.87
CLM-000604,POL-004229,General Liability,Contractors,NY,2025-10-23,2025-11-02,10,Property Damage - 3rd Party,Closed,28033.08,0.0,2474.0,28033.08,30507.08
CLM-000605,POL-004233,BOP,Real Estate,OH,2025-07-05,2025-08-11,37,Water Damage,Closed,12255.74,0.0,1910.2,12255.74,14165.94
CLM-000606,POL-004235,General Liability,Real Estate,FL,2024-12-08,2025-03-23,105,Personal & Advertising Injury,Closed,44509.2,0.0,4839.17,44509.2,49348.37
CLM-000607,POL-004247,General Liability,Restaurants & Food Service,OH,2025-04-14,2025-05-12,28,Slip & Fall,Closed,3535.17,0.0,146.1,3535.17,3681.27
CLM-000608,POL-004249,General Liability,Contractors,IL,2025-07-26,2025-07-28,2,Property Damage - 3rd Party,Closed,32255.35,0.0,6860.99,32255.35,39116.34
CLM-000609,POL-004254,BOP,Light Manufacturing,IL,2025-11-07,2026-01-26,80,Business Interruption,Open,241.2,1571.04,189.36,1812.24,2001.6
CLM-000610,POL-004254,BOP,Light Manufacturing,IL,2026-04-10,2026-05-18,38,Wind/Hail,Open,3078.34,11849.8,2039.95,14928.14,16968.09
CLM-000611,POL-004263,General Liability,Contractors,WA,2026-03-12,2026-04-26,45,Products Liability,Open,5230.56,10207.03,2398.98,15437.59,17836.57
CLM-000612,POL-004264,BOP,Restaurants & Food Service,OH,2025-07-17,2025-08-16,30,Business Interruption,Closed,5452.16,0.0,777.93,5452.16,6230.09
CLM-000613,POL-004274,BOP,Real Estate,TX,2026-03-13,2026-04-17,35,Slip & Fall,Open,651.66,5434.8,1142.13,6086.46,7228.59
CLM-000614,POL-004285,BOP,Real Estate,IL,2025-12-06,2025-12-14,8,Theft/Burglary,Closed,4313.56,0.0,390.59,4313.56,4704.15
CLM-000615,POL-004290,General Liability,Light Manufacturing,TX,2025-08-21,2025-11-03,74,Completed Operations,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000616,POL-004296,BOP,Retail,NY,2026-06-03,2026-06-03,0,Business Interruption,Open,2761.23,3559.0,1216.92,6320.23,7537.15
CLM-000617,POL-004299,BOP,Contractors,AZ,2025-04-01,2025-04-28,27,Slip & Fall,Open,4629.46,8002.89,1491.43,12632.35,14123.78
CLM-000618,POL-004303,BOP,Restaurants & Food Service,FL,2025-02-27,2025-03-04,5,Slip & Fall,Closed,18359.92,0.0,2260.91,18359.92,20620.83
CLM-000619,POL-004304,BOP,Restaurants & Food Service,FL,2026-01-16,2026-02-20,35,Wind/Hail,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000620,POL-004306,BOP,Light Manufacturing,OH,2026-04-21,2026-04-25,4,Water Damage,Closed,12077.96,0.0,745.33,12077.96,12823.29
CLM-000621,POL-004313,BOP,Contractors,GA,2024-12-27,2025-01-12,16,Theft/Burglary,Closed,33010.23,0.0,5318.0,33010.23,38328.23
CLM-000622,POL-004319,General Liability,Light Manufacturing,TX,2023-05-23,2023-09-23,123,Personal & Advertising Injury,Closed,7525.88,0.0,1172.17,7525.88,8698.05
CLM-000623,POL-004320,General Liability,Light Manufacturing,TX,2024-03-14,2024-05-27,74,Property Damage - 3rd Party,Closed,10458.14,0.0,1090.15,10458.14,11548.29
CLM-000624,POL-004341,General Liability,Restaurants & Food Service,GA,2024-03-04,2024-04-02,29,Completed Operations,Open,1830.59,6988.12,1680.01,8818.71,10498.72
CLM-000625,POL-004352,Professional Liability,Healthcare Services,AZ,2024-11-10,2025-05-25,196,Misrepresentation,Open,6435.8,6756.43,874.86,13192.23,14067.09
CLM-000626,POL-004361,BOP,Restaurants & Food Service,IL,2025-06-06,2025-06-24,18,Fire,Closed,1828.73,0.0,215.47,1828.73,2044.2
CLM-000627,POL-004363,General Liability,Retail,FL,2024-07-08,2024-10-05,89,Personal & Advertising Injury,Closed,19223.38,0.0,2817.5,19223.38,22040.88
CLM-000628,POL-004364,General Liability,Retail,FL,2025-07-24,2026-01-31,191,Property Damage - 3rd Party,Open,12799.76,120169.03,9966.62,132968.79,142935.41
CLM-000629,POL-004368,General Liability,Contractors,NY,2025-01-29,2025-06-27,149,Property Damage - 3rd Party,Closed,73056.05,0.0,14134.34,73056.05,87190.39
CLM-000630,POL-004369,General Liability,Contractors,NY,2025-12-23,2026-05-16,144,Products Liability,Open,2293.22,7427.75,1864.91,9720.97,11585.88
CLM-000631,POL-004370,General Liability,Healthcare Services,NY,2023-08-16,2023-08-23,7,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000632,POL-004385,General Liability,Professional Services,CA,2025-05-22,2025-06-02,11,Completed Operations,Closed,120622.86,0.0,9959.39,120622.86,130582.25
CLM-000633,POL-004397,BOP,Restaurants & Food Service,GA,2025-12-21,2026-01-04,14,Theft/Burglary,Open,4612.81,6519.86,1869.1,11132.67,13001.77
CLM-000634,POL-004401,General Liability,Restaurants & Food Service,OH,2025-12-15,2026-02-28,75,Property Damage - 3rd Party,Closed,97344.47,0.0,13123.67,97344.47,110468.14
CLM-000635,POL-004409,General Liability,Light Manufacturing,FL,2025-06-27,2025-09-11,76,Personal & Advertising Injury,Closed,19977.52,0.0,2122.74,19977.52,22100.26
CLM-000636,POL-004423,BOP,Healthcare Services,TX,2025-02-02,2025-08-18,197,Theft/Burglary,Open,4522.61,35174.82,6937.0,39697.43,46634.43
CLM-000637,POL-004441,Professional Liability,Technology,WA,2025-12-08,2026-03-06,88,Misrepresentation,Open,2916.54,51208.0,2793.22,54124.54,56917.76
CLM-000638,POL-004442,General Liability,Restaurants & Food Service,IL,2025-05-11,2025-06-24,44,Completed Operations,Closed,3638.32,0.0,549.38,3638.32,4187.7
CLM-000639,POL-004443,General Liability,Restaurants & Food Service,IL,2026-05-25,2026-06-24,30,Products Liability,Open,1058.74,2675.38,652.81,3734.12,4386.93
CLM-000640,POL-004457,General Liability,Contractors,NC,2025-10-24,2026-02-17,116,Completed Operations,Open,12440.85,21369.31,3925.05,33810.16,37735.21
CLM-000641,POL-004472,BOP,Light Manufacturing,AZ,2025-02-27,2025-05-10,72,Water Damage,Closed,5675.65,0.0,996.63,5675.65,6672.28
CLM-000642,POL-004486,General Liability,Contractors,WA,2024-08-15,2024-10-17,63,Property Damage - 3rd Party,Open,2989.84,13378.37,2889.16,16368.21,19257.37
CLM-000643,POL-004488,General Liability,Contractors,WA,2026-05-26,2026-06-08,13,Slip & Fall,Open,80289.04,90070.29,29863.97,170359.33,200223.3
CLM-000644,POL-004496,BOP,Contractors,OH,2024-11-22,2024-11-24,2,Business Interruption,Open,4270.23,5505.22,595.99,9775.45,10371.44
CLM-000645,POL-004501,BOP,Restaurants & Food Service,CA,2026-04-30,2026-05-10,10,Business Interruption,Open,3232.33,3416.32,1290.94,6648.65,7939.59
CLM-000646,POL-004509,BOP,Restaurants & Food Service,AZ,2026-06-06,2026-06-14,8,Slip & Fall,Open,1005.61,11822.17,2339.27,12827.78,15167.05
CLM-000647,POL-004518,General Liability,Light Manufacturing,FL,2024-06-29,2024-08-28,60,Products Liability,Open,14741.42,17595.8,5839.8,32337.22,38177.02
CLM-000648,POL-004524,BOP,Light Manufacturing,NY,2025-02-02,2025-03-23,49,Theft/Burglary,Closed,4204.92,0.0,852.13,4204.92,5057.05
CLM-000649,POL-004552,General Liability,Contractors,GA,2023-10-31,2023-11-10,10,Personal & Advertising Injury,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000650,POL-004553,General Liability,Contractors,AZ,2024-02-24,2024-05-27,93,Personal & Advertising Injury,Closed,13226.04,0.0,2820.52,13226.04,16046.56
CLM-000651,POL-004553,General Liability,Contractors,AZ,2024-05-16,2024-06-08,23,Products Liability,Closed,16875.92,0.0,744.15,16875.92,17620.07
CLM-000652,POL-004570,BOP,Restaurants & Food Service,CA,2024-07-20,2024-08-31,42,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000653,POL-004579,General Liability,Contractors,CA,2024-02-20,2024-02-25,5,Personal & Advertising Injury,Closed,127628.58,0.0,22259.39,127628.58,149887.97
CLM-000654,POL-004592,BOP,Restaurants & Food Service,NY,2024-08-29,2024-09-11,13,Fire,Closed,24383.99,0.0,1080.64,24383.99,25464.63
CLM-000655,POL-004592,BOP,Restaurants & Food Service,NY,2025-02-14,2025-03-18,32,Slip & Fall,Closed,15220.6,0.0,1617.4,15220.6,16838.0
CLM-000656,POL-004598,BOP,Contractors,NC,2025-03-23,2025-04-14,22,Business Interruption,Open,3432.39,8970.13,2564.68,12402.52,14967.2
CLM-000657,POL-004611,General Liability,Healthcare Services,FL,2025-07-03,2025-08-07,35,Products Liability,Closed,198091.16,0.0,27165.84,198091.16,225257.0
CLM-000658,POL-004616,BOP,Restaurants & Food Service,CA,2024-03-10,2024-03-10,0,Wind/Hail,Closed,21547.12,0.0,3254.26,21547.12,24801.38
CLM-000659,POL-004634,BOP,Real Estate,IL,2024-10-29,2024-11-20,22,Wind/Hail,Open,1041.71,963.65,435.7,2005.36,2441.06
CLM-000660,POL-004659,BOP,Light Manufacturing,AZ,2025-05-24,2025-05-25,1,Slip & Fall,Open,2550.03,3045.29,646.54,5595.32,6241.86
CLM-000661,POL-004667,General Liability,Retail,IL,2025-08-03,2025-09-13,41,Personal & Advertising Injury,Closed,93490.53,0.0,13774.51,93490.53,107265.04
CLM-000662,POL-004674,BOP,Healthcare Services,IL,2024-06-19,2024-06-23,4,Water Damage,Closed,29228.14,0.0,4867.91,29228.14,34096.05
CLM-000663,POL-004675,BOP,Healthcare Services,IL,2025-03-28,2025-04-02,5,Water Damage,Closed,33485.6,0.0,3303.21,33485.6,36788.81
CLM-000664,POL-004679,BOP,Retail,FL,2026-04-13,2026-05-03,20,Water Damage,Open,1619.84,1624.68,349.34,3244.52,3593.86
CLM-000665,POL-004687,General Liability,Light Manufacturing,AZ,2024-05-01,2024-05-28,27,Completed Operations,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000666,POL-004691,BOP,Restaurants & Food Service,OH,2025-02-26,2025-03-22,24,Wind/Hail,Open,294.88,1405.15,311.42,1700.03,2011.45
CLM-000667,POL-004691,BOP,Restaurants & Food Service,OH,2025-08-12,2025-09-07,26,Water Damage,Open,658.34,1919.98,205.52,2578.32,2783.84
CLM-000668,POL-004697,General Liability,Light Manufacturing,GA,2025-05-20,2025-06-10,21,Personal & Advertising Injury,Open,19054.44,16845.99,5637.75,35900.43,41538.18
CLM-000669,POL-004698,General Liability,Light Manufacturing,GA,2025-07-10,2026-04-22,286,Products Liability,Open,4231.69,68675.43,7077.02,72907.12,79984.14
CLM-000670,POL-004711,BOP,Retail,CA,2025-12-19,2026-01-17,29,Theft/Burglary,Open,2309.14,17513.29,2159.81,19822.43,21982.24
CLM-000671,POL-004716,General Liability,Contractors,GA,2023-08-03,2023-08-31,28,Property Damage - 3rd Party,Closed,103387.75,0.0,5302.34,103387.75,108690.09
CLM-000672,POL-004716,General Liability,Contractors,GA,2023-09-17,2023-10-08,21,Completed Operations,Open,9744.05,14624.12,1729.47,24368.17,26097.64
CLM-000673,POL-004733,General Liability,Technology,NY,2023-12-17,2024-03-04,78,Completed Operations,Open,1705.72,2043.73,309.74,3749.45,4059.19
CLM-000674,POL-004743,General Liability,Contractors,NC,2026-04-03,2026-04-26,23,Slip & Fall,Open,20612.07,61537.93,8345.59,82150.0,90495.59
CLM-000675,POL-004743,General Liability,Contractors,NC,2025-12-26,2026-03-16,80,Slip & Fall,Open,14041.77,47192.17,13152.76,61233.94,74386.7
CLM-000676,POL-004765,General Liability,Professional Services,FL,2024-05-29,2024-10-04,128,Completed Operations,Closed,3628.37,0.0,700.03,3628.37,4328.4
CLM-000677,POL-004777,General Liability,Light Manufacturing,WA,2024-07-01,2024-10-20,111,Completed Operations,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000678,POL-004782,BOP,Restaurants & Food Service,IL,2024-07-19,2024-08-17,29,Fire,Closed,5485.82,0.0,993.19,5485.82,6479.01
CLM-000679,POL-004796,BOP,Real Estate,TX,2025-03-28,2025-03-29,1,Business Interruption,Closed,250.0,0.0,39.57,250.0,289.57
CLM-000680,POL-004796,BOP,Real Estate,TX,2026-02-26,2026-04-08,41,Business Interruption,Open,274.56,2950.44,580.88,3225.0,3805.88
CLM-000681,POL-004809,General Liability,Contractors,FL,2024-11-16,2025-07-08,234,Products Liability,Open,56456.11,203526.44,21731.86,259982.55,281714.41
CLM-000682,POL-004809,General Liability,Contractors,FL,2024-09-02,2024-10-06,34,Products Liability,Closed,15475.61,0.0,2118.42,15475.61,17594.03
CLM-000683,POL-004828,General Liability,Retail,IL,2025-04-15,2025-06-24,70,Property Damage - 3rd Party,Closed,16779.07,0.0,1453.9,16779.07,18232.97
CLM-000684,POL-004839,BOP,Retail,TX,2023-09-10,2023-11-03,54,Business Interruption,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000685,POL-004850,Professional Liability,Professional Services,FL,2024-03-03,2024-03-17,14,Breach of Duty,Open,11204.92,27525.33,4083.15,38730.25,42813.4
CLM-000686,POL-004851,BOP,Restaurants & Food Service,CA,2024-09-26,2024-10-05,9,Theft/Burglary,Open,1000.54,3871.24,916.6,4871.78,5788.38
CLM-000687,POL-004859,General Liability,Contractors,OH,2025-08-10,2025-08-25,15,Slip & Fall,Open,2375.03,13607.86,729.71,15982.89,16712.6
CLM-000688,POL-004860,General Liability,Contractors,OH,2025-12-31,2026-06-14,165,Property Damage - 3rd Party,Open,20660.14,25298.15,6131.93,45958.29,52090.22
CLM-000689,POL-004867,Professional Liability,Professional Services,FL,2024-12-01,2025-03-08,97,Negligent Act,Closed,32997.59,0.0,2839.89,32997.59,35837.48
CLM-000690,POL-004870,General Liability,Restaurants & Food Service,FL,2025-07-22,2025-11-25,126,Products Liability,Open,985.19,9513.8,1288.62,10498.99,11787.61
CLM-000691,POL-004874,BOP,Contractors,WA,2023-09-13,2023-09-20,7,Business Interruption,Closed,1751.86,0.0,125.93,1751.86,1877.79
CLM-000692,POL-004876,BOP,Contractors,WA,2025-11-18,2025-12-23,35,Wind/Hail,Open,10472.85,14305.46,4175.45,24778.31,28953.76
CLM-000693,POL-004877,Professional Liability,Professional Services,WA,2024-04-24,2024-10-24,183,Misrepresentation,Closed,85257.82,0.0,6294.13,85257.82,91551.95
CLM-000694,POL-004880,BOP,Retail,OH,2025-08-19,2025-09-18,30,Slip & Fall,Open,2348.04,2205.95,955.76,4553.99,5509.75
CLM-000695,POL-004886,General Liability,Contractors,OH,2024-02-21,2024-04-14,53,Slip & Fall,Closed,32845.84,0.0,4598.14,32845.84,37443.98
CLM-000696,POL-004894,General Liability,Light Manufacturing,FL,2025-12-01,2026-04-15,135,Completed Operations,Open,14044.23,15506.38,5686.78,29550.61,35237.39
CLM-000697,POL-004895,General Liability,Healthcare Services,IL,2023-06-07,2023-06-15,8,Completed Operations,Open,1181.24,4997.74,931.25,6178.98,7110.23
CLM-000698,POL-004896,General Liability,Healthcare Services,IL,2024-10-11,2025-01-26,107,Property Damage - 3rd Party,Open,5375.36,13174.29,2493.36,18549.65,21043.01
CLM-000699,POL-004903,BOP,Retail,TX,2026-01-29,2026-03-07,37,Slip & Fall,Open,2264.3,26176.63,3820.98,28440.93,32261.91
CLM-000700,POL-004906,BOP,Professional Services,NY,2025-06-05,2025-08-07,63,Slip & Fall,Closed,6798.02,0.0,1235.2,6798.02,8033.22
CLM-000701,POL-004916,General Liability,Light Manufacturing,IL,2025-01-30,2025-10-02,245,Property Damage - 3rd Party,Closed,22183.61,0.0,4084.98,22183.61,26268.59
CLM-000702,POL-004927,General Liability,Restaurants & Food Service,AZ,2025-04-16,2025-04-21,5,Property Damage - 3rd Party,Closed,1206.03,0.0,154.11,1206.03,1360.14
CLM-000703,POL-004931,General Liability,Retail,AZ,2025-07-20,2026-03-25,248,Completed Operations,Closed,10331.24,0.0,1077.39,10331.24,11408.63
CLM-000704,POL-004939,BOP,Contractors,IL,2026-06-18,2026-06-25,7,Business Interruption,Open,4222.18,4281.71,1089.25,8503.89,9593.14
CLM-000705,POL-004944,BOP,Real Estate,TX,2026-02-17,2026-03-24,35,Theft/Burglary,Open,2782.02,3894.97,1371.23,6676.99,8048.22
CLM-000706,POL-004952,BOP,Retail,NC,2025-03-16,2025-05-29,74,Slip & Fall,Open,969.88,1808.09,288.85,2777.97,3066.82
CLM-000707,POL-004955,BOP,Retail,TX,2026-05-08,2026-05-15,7,Water Damage,Open,1242.08,1072.39,133.18,2314.47,2447.65
CLM-000708,POL-004970,BOP,Retail,NC,2025-07-10,2025-07-31,21,Slip & Fall,Closed,2724.31,0.0,597.79,2724.31,3322.1
CLM-000709,POL-004993,BOP,Restaurants & Food Service,FL,2024-05-01,2024-05-03,2,Fire,Closed,12041.02,0.0,2215.37,12041.02,14256.39
CLM-000710,POL-005007,General Liability,Contractors,FL,2024-09-09,2025-06-01,265,Property Damage - 3rd Party,Closed,295117.07,0.0,51824.94,295117.07,346942.01
CLM-000711,POL-005007,General Liability,Contractors,FL,2024-09-30,2024-10-17,17,Personal & Advertising Injury,Closed,24027.0,0.0,1172.95,24027.0,25199.95
CLM-000712,POL-005008,General Liability,Contractors,FL,2025-11-14,2026-02-18,96,Products Liability,Open,10411.0,12311.61,3784.48,22722.61,26507.09
CLM-000713,POL-005009,Professional Liability,Healthcare Services,GA,2025-08-27,2025-10-26,60,Failure to Deliver,Closed,305894.0,0.0,40126.03,305894.0,346020.03
CLM-000714,POL-005021,BOP,Light Manufacturing,OH,2024-10-02,2024-10-12,10,Business Interruption,Closed,7991.78,0.0,485.37,7991.78,8477.15
CLM-000715,POL-005026,BOP,Retail,NY,2024-08-16,2024-09-03,18,Business Interruption,Closed,9026.89,0.0,1770.21,9026.89,10797.1
CLM-000716,POL-005028,General Liability,Contractors,CA,2024-06-01,2024-06-03,2,Personal & Advertising Injury,Open,4806.81,15796.32,1206.95,20603.13,21810.08
CLM-000717,POL-005029,General Liability,Contractors,CA,2024-09-18,2024-10-18,30,Products Liability,Closed,123309.57,0.0,9661.98,123309.57,132971.55
CLM-000718,POL-005035,BOP,Restaurants & Food Service,NY,2025-05-22,2025-06-11,20,Wind/Hail,Closed,8567.09,0.0,1312.63,8567.09,9879.72
CLM-000719,POL-005037,BOP,Contractors,NY,2023-09-21,2023-11-07,47,Water Damage,Open,574.11,2374.33,152.24,2948.44,3100.68
CLM-000720,POL-005039,BOP,Contractors,NY,2025-12-31,2026-01-10,10,Wind/Hail,Open,86.84,595.29,105.83,682.13,787.96
CLM-000721,POL-005043,BOP,Restaurants & Food Service,IL,2024-02-21,2024-04-13,52,Business Interruption,Closed,5753.53,0.0,619.04,5753.53,6372.57
CLM-000722,POL-005049,General Liability,Healthcare Services,TX,2023-12-26,2024-05-12,138,Slip & Fall,Closed,712.85,0.0,143.77,712.85,856.62
CLM-000723,POL-005050,General Liability,Healthcare Services,TX,2025-07-18,2025-10-15,89,Products Liability,Closed,33682.02,0.0,4395.72,33682.02,38077.74
CLM-000724,POL-005056,BOP,Retail,TX,2023-07-18,2023-08-13,26,Fire,Closed,45033.09,0.0,7376.87,45033.09,52409.96
CLM-000725,POL-005057,BOP,Retail,TX,2024-05-06,2024-06-07,32,Theft/Burglary,Closed,5324.6,0.0,533.19,5324.6,5857.79
CLM-000726,POL-005061,BOP,Restaurants & Food Service,CA,2023-10-03,2023-10-06,3,Slip & Fall,Closed,7560.94,0.0,1208.09,7560.94,8769.03
